Published,User,Comment,comment_trans
2023-11-19T11:52:57Z,@agusnugroho6125,NKRI harga mati jangan ada imigran asing demi kedaulatan bangsa Indonesia,"Unitary Republic of Indonesia, there is no foreign price for foreign immigrants for the sovereignty of the Indonesian people"
2023-11-19T10:09:17Z,@ahmadutama-cd9pb,Cukuplah kalian sudah membantu memberi bekal.,Enough you have helped provide provisions.
2023-11-19T10:02:46Z,@indobeautyy1377,Pertahanan negara lemah pengungsi aja bisa mendarat ke pantai 😂😂,The defense of a weak country of refugees can only land to the beach 😂😂
2023-11-19T09:51:19Z,@user-er2dj6fv1b,Cari sebab kenapa mengungsi apa alasannya jika baik bantu semampunya tapi jangan merasa memiliki jika kurang baik tolak dengan baik juga,"Look for because why evacuate what is the reason if it is good to help me as much as you can but don't feel like you have if you are not good, reject it well too"
2023-11-19T09:42:39Z,@regivernando3992,Di kasih makan minum di kasih obat di bekal di kasih pealatan buat masak udah di kasih semua terus suruh pulang lagi ke asal nya,"Given to eat and drink in given medicine in the provisions in the given equipment for cooking, all of them are given to be told to go home again to his origin"
2023-11-19T09:25:57Z,@egik...7577,Tolak jangan biarkan di Indonesia nanti kalok di kasih menetap nanti makin ngelunjak kayak di Malaysia...,Refuse not to leave in Indonesia later if you will be given a settling later to be more like in Malaysia ...
2023-11-19T09:25:07Z,@lindadwiyuliana9310,"Di usir aja, ntr ngelunjak kaya israel. Di tolong malah mau ngambil negara","Just kicked out, ntr supports like Israel. In helping even want to take the country"
2023-11-19T09:20:33Z,@yulialiaadnar8062,Tolak saja muak dengan bangsa ini jahatnya mintak ampun,"Just refuse to be disgusted with this nation, the evil is forgiveness"
2023-11-19T09:06:15Z,@peterromil3979,Saran: mereka di tampung di petamburan lalu dipelihara. suatu waktu butuh masa untuk demo tinggal kerahkan. Apalagi bentar lagi kan pilpres tuh 2024. 😊,"Suggestion: They are accommodated in Petamburan and then maintained. One time it takes time for the demo to leave. Moreover, soon the Presidential Election is 2024. 😊"
2023-11-19T08:07:22Z,@cerrychan3059,Takutnya terjadi kejahatan yg gk kita inginkan usir saja dibiarkan malah nanti menindas wilayah warga kitasendri,Afraid that there will be a crime that we don't want to just get rid of it will be left later oppressing the area of ​​the Kitasendri citizens
2023-11-19T08:06:51Z,@user-cn6qf7qh7e,Mereka juga Islam lalu Indonesia tolak mereka pergi ke mana itu yang perlu mereka.Agama Islam,They are also Islam and then Indonesia refused where they went where they needed. Religion of Islam
2023-11-19T08:05:02Z,@pram275,"sudah banyak contoh di taun sebelum nya, beberapa pengungsi pada kabur untuk pindah ke malaysia..mereka membobol pagar penampungan.. di kasih ati malah ngelunjak..  jamgan biarkan mereka menetap di negri aceh.","There have been many examples in the year before, some refugees ran away to move to Malaysia ... they broke into a shelter fence ... I was given ati instead."
2023-11-19T08:04:38Z,@user-vb9zr1uj6s,Usir saja mereka krn pasti jd masalah di aceh!,Just get rid of them because they must be a problem in Aceh!
2023-11-19T07:57:02Z,@survivorgunung7233,"Etnis lain sedang bahu membahu melawan junta militer,kalian malah kabur jadi pengemis...memalukan.berjuanglah seperti palestina","Other ethnic groups are working together against the military junta, you ran away to be a beggar ... embarrassing."
2023-11-19T07:47:49Z,@buditektifprayoga5409,Saran saya solusi terbaik rasa manusiawi...kepada mereka berikan tempat di satu pulau terluar untuk menjaga perbatasan NKRI isolasi dan berikan mereka fasilitas selama beberapa bln  dan jadikan mereka WNI dg kode khusus. <br>Indonesia kaya dari 17.000 pulau tentu sangat strategis dan positif langkah ini✍🏻💪🏻🙏🏻🙏🏻😇 buditektif,"My advice is the best solution for human taste ... to them give a place on the outer island to maintain the border of the Republic of Indonesia isolation and give them facilities for several months and make them Indonesian citizens with special codes. <br> Indonesia is rich from 17,000 islands is certainly very strategic and positive this step✍🏻cept"
2023-11-19T07:44:00Z,@hannywilliams1284,Tidak bisa di kasihani karena sifat asli ROHINGYA tidak ada bedanya dengan sifat orang MADURA ibarat memelihara anakan anjing tapi pas udah gede gigit majikannya,Cannot be loved because the original nature of Rohingya is no different from the nature of Madurese is like maintaining dog puppies but when it's already big bite the employer
2023-11-19T07:41:09Z,@abiekopigaruda3214,Bukanya rakyat nkri  menolak.. cuman kami tidak sudih punya saudara yang pecundang yang lari dari nanah air mereka.,Instead of the people of the Republic of Indonesia refused ... only we did not have a sister who ran away from their pus.
2023-11-19T07:38:43Z,@abiekopigaruda3214,"Saharusnya rakyat muslim rohingya berjuang mempertahankan tanah air mereka. Sebagai mana rakyat  palestina berjuang, Bukan lari dari medan perang..","The Rohingya Muslim people are struggling to defend their homeland. As where the Palestinian people struggle, not run away from the battlefield .."
2023-11-19T07:29:50Z,@pintusurga-ed5zb,"USIR ROHINGnya di Negara MALAYSIA suka bikin KERUSUHAN dimana-mana, suka MEMPERKOSA warga PRIBUMI MALAYSIA secara BRUTAL mangkannya di USIR dari Negara MALAYSIA ROHINGnya keturunan BANGLADESH,PEMALAS,KOTOR,BAU","Surround Rohingnya in Malaysia like to make riots everywhere, like to rape the Malaysian indigenous people in brutally being expelled from Malaysia Rohingnya, Bangladesh descent, lazy, dirty, smelly smelly"
2023-11-19T07:27:09Z,@pintusurga-ed5zb,di MALAYSIA mereka SAMPAH GAK BERGUNA di TEMBAK MATI,In Malaysia they are useless garbage in death
2023-11-19T06:47:23Z,@dikaajha7298,Mereka berjlan tampa tujuan,They struggle without a destination
2023-11-19T06:44:53Z,@alniwe9081,"Pulangkan...ujung,y jg bkin masalah","Return ... the end, yg can problem"
2023-11-19T05:59:47Z,@YusPizerg-zy9js,"kirim aja ke falestina,,biar dapat bantuan dari indonesia..","just send to the faestina, so that you can get help from Indonesia .."
2023-11-19T05:58:45Z,@randymahardhikaputra9295,"Carikan pulau kosong, biarkan mereka tinggal disana","Look for an empty island, let them stay there"
2023-11-19T05:28:27Z,@SKY7941,"Aku hanya mengingatkan tentang pemberian TUHANmu  , perisai bangsa dan wilayah, pulaumu. sangat besar hikmah dan manfaanya untukmu, hanya  kamu belum merasakan krn perbedaan bahasa  seperti dua sisi uang, kamu hanya punya satu pilihan , menerima   dan kalian jadi rakyat yg selamat dan terlindungi dgn perisai semesta ( Armour of  the GOD  ) atau menolak  tapi semua gerbang wilayahmu  akan terbuka tanpa perisai lagi. Trust me 😇😇😇😇😇😇😇","I just reminded of the gift of your Lord, a shield of the nation and territory, also you. Very big wisdom and manfiery for you, only you have not felt because of language differences such as two sides of money, you only have one choice, accept and you become a survivor and protected with the shield of the universe (Armor of the God) or reject but all your gates will be open without shield again. Trust me 😇😇😇😇😇😇😇"
2023-11-19T05:22:01Z,@mardianto5056,Jangan biar kan orang lain msuk ke kawasan indo...karna akan d manfaatkan barat sebagai penjajah....apa lagi negara kita bnyak yg korupsi dan suap...pasti tidak aman untuk warga aceh,Don't let other people go to the Indo region ... because it will use the West as the invaders ... what else our country is a lot of corruption and bribery ... certainly not safe for the people
2023-11-19T05:20:39Z,@mardianto5056,Betul sekali....tolak saja.....,That's right .... just refuse .....
2023-11-19T05:19:45Z,@marxochandra,Eksekusi aja klo memang itu membahayakan negara,Just execute if it really is dangerous to the country
2023-11-19T05:14:02Z,@Gezgtmacjst,asal kalian tau rohingya ini diusir dr Myanmar krn mereka sndiri bukan asli myanmar melainkan imigran gelap dr bangladesh itulah knp rohingya gaada mirip2nya dengan org myanmar dan lebih mirip org bangladesh. Krn bangladesh negaranya kecil bgt hanya sebesar provinsi kalimantan barat dgn penduduk yg sangat besar yakni 170 juta gw yakin ini bagian dr taktik mereka buat memperluas wilayahnya nanti setelah pemerintahan indonesia mereka kuasai rakyat pribumi yg akan mereka usir. Indonesia harus waspada.,"Just so you know that this Rohingya were driven out by Myanmar because they were not native to Myanmar but illegal immigrants from Bangladesh were KNP Rohingya not similar to Myanmar org and more like Bangladesh people. Because Bangladesh the country is very small, it is only as big as the province of West Kalimantan with a very large population of 170 million, I am sure this is part of their tactics to expand their territory after the Indonesian government they control the native people they will drive. Indonesia must be vigilant."
2023-11-19T05:01:05Z,@dablolobda-nc8po,"Harusnya pemerintah setempat menerima dulu buat penampungan utk mereka,  bukankah sesama muslim bersaudara. <br>Utk solusi selanjutnya kan d bisa d  fikir","The local government should have received a shelter for them, not fellow Muslim siblings. <br> For the next solution, you can think"
2023-11-19T04:56:59Z,@herikristiawan5181,Ldalah sama sma seagama dan seiman kok di tolak apa tidak kasihan...,"Ldalah with a high school as well as the faith, why is it rejected or not sorry ..."
2023-11-19T04:53:05Z,@samudibinahmadyanimudi4199,Dari pada menjadi duri dalam daging lebih baik gak usah di terima sebagai contoh yg ada di Malaysia mereka sangat susah di atur,"Instead of being a thorn in the meat, it is better not to be accepted as an example in Malaysia they are very difficult to set"
2023-11-19T04:20:36Z,@suhermansyahsuhermansyah3215,"Jika kaum Muhajirin ditolak oleh kaum anshor, mungkin kita tidak mengenal Islam.","If the Muhajirin is rejected by the Anshor, maybe we do not know Islam."
2023-11-19T04:19:07Z,@LongMan23,Kok bisa sampai masuk<br>Segitu gampangnya kah pengamanan di negeri ini😅??,How come you can get in <br> that easy security in this country?
2023-11-19T03:51:16Z,@mustafaursyal5648,Jangan biarkan mereka bertapak. Parasit. Kenapa mereka larikan diri dari cox bazar yg telah sedia utk mereka,Don't let them take. Parasite. Why do they rush from Cox Bazar that has been available for them
2023-11-19T03:36:54Z,@siswantosiswanto8084,Nanti jdi penjajah,Later be a invader
2023-11-19T03:29:44Z,@asepsupriatna3419,"<a href=""http://www.youtube.com/results?search_query=%23liputan6"">#Liputan6</a> inget israel dikasih hati minta negara <a href=""http://www.youtube.com/results?search_query=%23genosida"">#genosida</a>","<a href=""http://www.youtube.com/results Results? Search_query =%23Genosida "">#Genosida </a>"
2023-11-19T03:13:55Z,@moramora8942,sesama seiman aja ko gitu amat ya...ingat kalau menolak warga rohingya dipastikan ga akan bisa masuk surga..,"Fellow in the faith, how come it's very like that ... remember that rejecting Rohingya residents will certainly not be able to enter heaven .."
2023-11-19T03:08:13Z,@user-qz2if2hf1l,Bahaya memang klau di biarkan<br>Bayangkan 200 melahirkan 1 Anak= 400..2X melahir udah 800 .habis 1 pulau,The danger is indeed left to be left <br> Imagine 200 giving birth to 1 child = 400..2x giving birth to 800. after 1 island
2023-11-19T02:57:35Z,@user-qd7ow1hb1l,"Wahai saudaraku Semuslim Sebaik_sabaiknya penolong hanya lah Allah SWT ... maafkanlah mereka yg menolak kalian , biar Allah yg membalasnya biar Allah Ajawalah yg mengadili ...kelak mereka pasti  akan di pertanyakan &quot; Kamu tinggal di Ciptaan Ku kau tidak memerima saudara menolong saudara mu sendiri yg kesusahan &quot;","O my brothers, the season as good as the help of the helper, only Allah SWT ... forgive those who reject you, so that Allah will reciprocate it so that Allah is the one who judges ... later they will definitely be questioned & quot; You live in my creation, you don't accept your own brother who is troubled & quot;"
2023-11-19T02:47:28Z,@jimimanopo7900,La katanya Indonesia siap menampung imigran palestina kok membedakan dgn rohingya kn sm sdra kaum mukmin.,"He said that Indonesia is ready to accommodate Palestinian immigrants, how come it distinguishes it from the Rohingya KN SM SDRA, the Believers."
2023-11-19T02:43:05Z,@AlifAlif-zu2zu,rohiya banglades perogol usir balek,ROHIYA BANGLADES PEROGOL Kisil Balek
2023-11-19T02:36:44Z,@zulfikarali-lw2yx,Tolak rohongia,Reject Razaia
2023-11-19T01:46:50Z,@arenaxq,Kaum yg menyusahkan patutla  Myanmar bunuh mereka...bangsa pelarian bacul tinggalin negara dari berjuang mempertahankannya..,The troublesome people should kill them kill them ... Bacul runaway nation left the country from struggling to defend it ..
2023-11-19T01:29:33Z,@daddyadam5962,"Mereka duduk dn berkembang biak, lama2 nguasai lokasi.","They sat and breed, for a long time to master the location."
2023-11-19T01:22:19Z,@ipks_,Kalau Pengungsi Palestina kita terima lah...soalnya ceweknya cantik2....kalo rohingya...entar dulu...gak ada untung nya...ceweknya jelek2 sih 😂<br>kalau orang palestina ribet...gak apa2 lah...cantik2 yg kesini tapinya 😂,If we accept Palestinian refugees ... the problem is the girl is beautiful ... if the Rohingya ... then first ... there is no profit ... the girl is ugly 😂 <br> ... beautiful who come here but
2023-11-19T01:09:49Z,@hisarmarulituamanurung3256,Hanya negara non muslim di Eropah yg mau terima pengungsi Islam ! Tolong menolong sesamanya ditujukkan lah !!,Only non -Muslim countries in European who want to accept Islamic refugees! Please help each other?
2023-11-19T01:06:42Z,@ronosugino9772,"Demi kemanusiaan Pemerintah dan MUI hrs turun tangan  ,palestina sj di bantu mosok rohyngya di biarkan ,pilih kasih dong ,dmn hati nuraninya","For the sake of the humanity of the government and the MUI must intervene, Palestine SJ is helped by Mosok Rohyngya, she chooses to love, with his conscience"
2023-11-19T00:53:42Z,@user-ve1wx3ts3k,Usir boss,Speaking of Boss
2023-11-19T00:35:25Z,@darkhole5040,"Itu orang Islam yang paling bela kemanusiaan kalian tampung lah mereka, itu kan saudara seimanmu.","That Muslims who are the most defending your humanity are accommodated, it's your faith."
2023-11-19T00:25:24Z,@kangjajang,"Aneh yaa, kemana TNI AL kita kok bisa lolos itu kapal asing masuk teritori indonesia","It's strange, where is our Navy, how come we can escape that foreign ships enter Indonesian territories"
2023-11-19T00:10:04Z,@tommyplaju5875,"liat Malaysia skrg semerawut dan mereka berkuasa disana,hati2 aceh","see Malaysia now as chaotic and they are in power there, be careful"
2023-11-18T23:58:10Z,@galeryallgames,Kenapa di pergi ngungsi ada apa di negara nya SETOP jangan mudah terima hati hati .. Ada udang di balik batu kita sebagai warga RI yg pintar jenius jangan sampai lengah suruh pergi berbalik ke asal nya .. Dunia ini luas bukan allah telah memberikan tempat wilayah masing masing lihat lah palestin saja yg tempat di bom rakyat di siksa di aniaya sampe usus terburai tetap masih dalam wilayah nya kenapa warga ronghiya pergi ke aceh ada masalah apa di negara mu .husus warga aceh berhati hati jangan ceroboh,"Why do you go to evacuate what's in the country stop not easily, do not easily accept your careful ... there is a shrimp behind our stone as a smart member Each of them just look at Palestin, the place in the people's bombs to be tormented until the intestine is still in the area, still in the area, why do Ronghiya residents go to Aceh what problems are in your country."
